#proteinId	gotermId	goName	gotermType	goAcc
10803	4643	ubiquitin cycle	biological_process	GO:0006512
10803	3727	protein binding	molecular_function	GO:0005515
10803	6387	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	molecular_function	GO:0008766
10803	10509	ribosomal S6-glutamic acid ligase activity	molecular_function	GO:0018169
10803	19237	coenzyme F420-0 gamma-glutamyl ligase activity	molecular_function	GO:0043773
10803	19238	coenzyme F420-2 alpha-glutamyl ligase activity	molecular_function	GO:0043774
10808	4283	electron transport	biological_process	GO:0006118
10808	7744	FMN binding	molecular_function	GO:0010181
10808	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
10808	4143	carbohydrate metabolic process	biological_process	GO:0005975
10808	2744	glucan 1,3-beta-glucosidase activity	molecular_function	GO:0004338
10810	2770	glutathione transferase activity	molecular_function	GO:0004364
10813	2313	1-alkyl-2-acetylglycerophosphocholine esterase activity	molecular_function	GO:0003847
10815	3530	structural molecule activity	molecular_function	GO:0005198
10815	4095	tight junction	cellular_component	GO:0005923
10817	5765	N-acetyltransferase activity	molecular_function	GO:0008080
10817	5830	metabolic process	biological_process	GO:0008152
10817	6610	ribosomal-protein-alanine N-acetyltransferase activity	molecular_function	GO:0008999
10817	6920	ribosomal-protein-alanine N-acetyltransferase complex	cellular_component	GO:0009323
10819	3043	protein kinase activity	molecular_function	GO:0004672
10819	3736	ATP binding	molecular_function	GO:0005524
10819	4602	protein amino acid phosphorylation	biological_process	GO:0006468
10819	3708	binding	molecular_function	GO:0005488
10820	3737	GTP binding	molecular_function	GO:0005525
10820	4743	SRP-dependent cotranslational protein targeting to membrane	biological_process	GO:0006614
10820	5980	7S RNA binding	molecular_function	GO:0008312
10820	9320	membrane	cellular_component	GO:0016020
10823	2290	catalytic activity	molecular_function	GO:0003824
10823	3708	binding	molecular_function	GO:0005488
10823	5830	metabolic process	biological_process	GO:0008152
10824	2763	glutamate-cysteine ligase activity	molecular_function	GO:0004357
10824	4873	glutathione biosynthetic process	biological_process	GO:0006750
10824	10267	glutamate-cysteine ligase complex	cellular_component	GO:0017109
10827	2196	transcription factor activity	molecular_function	GO:0003700
10827	3838	nucleus	cellular_component	GO:0005634
10827	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
10827	5939	zinc ion binding	molecular_function	GO:0008270
10828	2196	transcription factor activity	molecular_function	GO:0003700
10828	3838	nucleus	cellular_component	GO:0005634
10828	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
10828	5939	zinc ion binding	molecular_function	GO:0008270
10829	9710	oxidoreductase activity	molecular_function	GO:0016491
10829	5797	sarcosine oxidase activity	molecular_function	GO:0008115
10830	3546	transporter activity	molecular_function	GO:0005215
10830	4927	transport	biological_process	GO:0006810
10830	9321	integral to membrane	cellular_component	GO:0016021
10831	9985	hydrolase activity	molecular_function	GO:0016787
10831	2290	catalytic activity	molecular_function	GO:0003824
10831	10322	5-oxoprolinase (ATP-hydrolyzing) activity	molecular_function	GO:0017168
10833	2888	monooxygenase activity	molecular_function	GO:0004497
10833	3721	iron ion binding	molecular_function	GO:0005506
10833	4283	electron transport	biological_process	GO:0006118
10833	12251	heme binding	molecular_function	GO:0020037
10833	10891	fluorene oxygenase activity	molecular_function	GO:0018585
10833	10892	mono-butyltin dioxygenase activity	molecular_function	GO:0018586
10833	10893	limonene 8-monooxygenase activity	molecular_function	GO:0018587
10833	10894	tri-n-butyltin dioxygenase activity	molecular_function	GO:0018588
10833	10895	di-n-butyltin dioxygenase activity	molecular_function	GO:0018589
10833	10896	methylsilanetriol hydroxylase activity	molecular_function	GO:0018590
10833	10897	methyl tertiary butyl ether 3-monooxygenase activity	molecular_function	GO:0018591
10833	10898	4-nitrocatechol 4-monooxygenase activity	molecular_function	GO:0018592
10833	10899	4-chlorophenoxyacetate monooxygenase activity	molecular_function	GO:0018593
10833	10900	tert-butyl alcohol 2-monooxygenase activity	molecular_function	GO:0018594
10833	10901	alpha-pinene monooxygenase activity	molecular_function	GO:0018595
10833	10902	dimethylsilanediol hydroxylase activity	molecular_function	GO:0018596
10833	10903	ammonia monooxygenase activity	molecular_function	GO:0018597
10833	10904	hydroxymethylsilanetriol oxidase activity	molecular_function	GO:0018598
10833	10905	2-hydroxyisobutyrate 3-monooxygenase activity	molecular_function	GO:0018599
10833	10906	alpha-pinene dehydrogenase activity	molecular_function	GO:0018600
10833	19287	spheroidene monooxygenase activity	molecular_function	GO:0043823
10834	3043	protein kinase activity	molecular_function	GO:0004672
10834	3736	ATP binding	molecular_function	GO:0005524
10834	4602	protein amino acid phosphorylation	biological_process	GO:0006468
10834	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
10836	3708	binding	molecular_function	GO:0005488
10836	4927	transport	biological_process	GO:0006810
10836	9320	membrane	cellular_component	GO:0016020
10836	3935	mitochondrial inner membrane	cellular_component	GO:0005743
10836	3546	transporter activity	molecular_function	GO:0005215
10837	3838	nucleus	cellular_component	GO:0005634
10837	13391	transcription regulator activity	molecular_function	GO:0030528
10837	19908	regulation of transcription	biological_process	GO:0045449
10839	6667	biosynthetic process	biological_process	GO:0009058
10841	4758	lipid metabolic process	biological_process	GO:0006629
10841	9986	hydrolase activity, acting on ester bonds	molecular_function	GO:0016788
10843	2196	transcription factor activity	molecular_function	GO:0003700
10843	3838	nucleus	cellular_component	GO:0005634
10843	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
10843	5939	zinc ion binding	molecular_function	GO:0008270
10844	3043	protein kinase activity	molecular_function	GO:0004672
10844	3736	ATP binding	molecular_function	GO:0005524
10844	4602	protein amino acid phosphorylation	biological_process	GO:0006468
10844	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
10845	2422	RNA ligase (ATP) activity	molecular_function	GO:0003972
10845	3736	ATP binding	molecular_function	GO:0005524
10845	4535	tRNA splicing	biological_process	GO:0006388
10848	2290	catalytic activity	molecular_function	GO:0003824
10848	9320	membrane	cellular_component	GO:0016020
10848	5869	phosphatidate phosphatase activity	molecular_function	GO:0008195
10849	9710	oxidoreductase activity	molecular_function	GO:0016491
10849	19203	F420H2 dehydrogenase activity	molecular_function	GO:0043738
10849	19290	sulfur oxygenase reductase activity	molecular_function	GO:0043826
10849	19347	malolactic enzyme activity	molecular_function	GO:0043883
10849	24588	regulation of oxidoreductase activity	biological_process	GO:0051341
10851	3175	aspartate-tRNA ligase activity	molecular_function	GO:0004815
10854	9320	membrane	cellular_component	GO:0016020
10855	3838	nucleus	cellular_component	GO:0005634
10855	13391	transcription regulator activity	molecular_function	GO:0030528
10855	19908	regulation of transcription	biological_process	GO:0045449
10856	3737	GTP binding	molecular_function	GO:0005525
10856	3827	intracellular	cellular_component	GO:0005622
10857	2216	RNA binding	molecular_function	GO:0003723
10859	2182	damaged DNA binding	molecular_function	GO:0003684
10859	4448	nucleotide-excision repair	biological_process	GO:0006289
10859	18651	proteasomal ubiquitin-dependent protein catabolic process	biological_process	GO:0043161
10859	3087	phosphoprotein phosphatase activity	molecular_function	GO:0004721
10859	3089	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004723
10859	3090	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004724
10859	4132	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	GO:0005963
10859	6080	CTD phosphatase activity	molecular_function	GO:0008420
10859	6240	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	GO:0008597
10859	10186	myosin phosphatase activity	molecular_function	GO:0017018
10859	10187	myosin phosphatase regulator activity	molecular_function	GO:0017020
10859	10190	myosin phosphatase complex	cellular_component	GO:0017023
10860	3936	mitochondrial inner membrane presequence translocase complex	cellular_component	GO:0005744
10860	4994	intracellular protein transport	biological_process	GO:0006886
10860	8790	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	molecular_function	GO:0015450
10861	2227	structural constituent of ribosome	molecular_function	GO:0003735
10861	3827	intracellular	cellular_component	GO:0005622
10861	4025	ribosome	cellular_component	GO:0005840
10861	4556	translation	biological_process	GO:0006412
10862	3727	protein binding	molecular_function	GO:0005515
10862	5239	cell communication	biological_process	GO:0007154
10862	17271	phosphoinositide binding	molecular_function	GO:0035091
10863	2635	cysteine-type endopeptidase activity	molecular_function	GO:0004197
10863	4639	proteolysis	biological_process	GO:0006508
10865	20812	L-arabinose metabolic process	biological_process	GO:0046373
10865	20990	alpha-N-arabinofuranosidase activity	molecular_function	GO:0046556
10866	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
10866	6276	carbohydrate transport	biological_process	GO:0008643
10866	9320	membrane	cellular_component	GO:0016020
10866	3546	transporter activity	molecular_function	GO:0005215
10866	4927	transport	biological_process	GO:0006810
10866	9321	integral to membrane	cellular_component	GO:0016021
10866	6356	L-arabinose isomerase activity	molecular_function	GO:0008733
10868	9710	oxidoreductase activity	molecular_function	GO:0016491
10868	247	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	molecular_function	GO:0000252
10868	248	3-keto sterol reductase activity	molecular_function	GO:0000253
10868	2477	aldo-keto reductase activity	molecular_function	GO:0004033
10868	2842	isocitrate dehydrogenase activity	molecular_function	GO:0004448
10868	2886	mevaldate reductase activity	molecular_function	GO:0004495
10868	6491	gluconate dehydrogenase activity	molecular_function	GO:0008875
10868	9508	steroid dehydrogenase activity	molecular_function	GO:0016229
10868	10761	epoxide dehydrogenase activity	molecular_function	GO:0018451
10868	10762	5-exo-hydroxycamphor dehydrogenase activity	molecular_function	GO:0018452
10868	10763	2-hydroxytetrahydrofuran dehydrogenase activity	molecular_function	GO:0018453
10868	15277	phenylcoumaran benzylic ether reductase activity	molecular_function	GO:0032442
10868	16590	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0033764
10868	16591	steroid dehydrogenase activity, acting on the CH-CH group of donors	molecular_function	GO:0033765
10868	19178	(R)-2-hydroxyisocaproate dehydrogenase activity	molecular_function	GO:0043713
10868	22621	3-ketoglucose-reductase activity	molecular_function	GO:0048258
10868	25233	(R)-2-hydroxyglutarate dehydrogenase activity	molecular_function	GO:0051990
10870	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
10870	4143	carbohydrate metabolic process	biological_process	GO:0005975
10871	4127	protein kinase CK2 complex	cellular_component	GO:0005956
10871	6244	protein kinase CK2 regulator activity	molecular_function	GO:0008605
10871	3052	protein kinase CK2 activity	molecular_function	GO:0004682
10872	5830	metabolic process	biological_process	GO:0008152
10872	9985	hydrolase activity	molecular_function	GO:0016787
10874	3708	binding	molecular_function	GO:0005488
10874	4927	transport	biological_process	GO:0006810
10874	9320	membrane	cellular_component	GO:0016020
10875	6387	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	molecular_function	GO:0008766
10875	10509	ribosomal S6-glutamic acid ligase activity	molecular_function	GO:0018169
10875	19237	coenzyme F420-0 gamma-glutamyl ligase activity	molecular_function	GO:0043773
10875	19238	coenzyme F420-2 alpha-glutamyl ligase activity	molecular_function	GO:0043774
10876	2176	DNA binding	molecular_function	GO:0003677
10876	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
10877	2175	nucleic acid binding	molecular_function	GO:0003676
10877	3736	ATP binding	molecular_function	GO:0005524
10877	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
10877	2792	helicase activity	molecular_function	GO:0004386
10877	611	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
10877	3147	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
10877	6073	8-oxo-7,8-dihydroguanine triphosphatase activity	molecular_function	GO:0008413
10877	6379	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
10877	6416	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
10877	6447	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
10877	9684	pyrophosphatase activity	molecular_function	GO:0016462
10877	11455	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
10877	11456	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
10877	18631	ATP-dependent 5'-3' DNA helicase activity	molecular_function	GO:0043141
10879	2175	nucleic acid binding	molecular_function	GO:0003676
10879	3827	intracellular	cellular_component	GO:0005622
10879	5939	zinc ion binding	molecular_function	GO:0008270
10879	13294	protease inhibitor activity	molecular_function	GO:0030414
10881	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
10881	4143	carbohydrate metabolic process	biological_process	GO:0005975
10882	4283	electron transport	biological_process	GO:0006118
10882	9710	oxidoreductase activity	molecular_function	GO:0016491
10882	21026	polyamine oxidase activity	molecular_function	GO:0046592
10883	2196	transcription factor activity	molecular_function	GO:0003700
10883	3838	nucleus	cellular_component	GO:0005634
10883	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
10883	5939	zinc ion binding	molecular_function	GO:0008270
10883	2176	DNA binding	molecular_function	GO:0003677
10883	4499	transcription	biological_process	GO:0006350
10884	5830	metabolic process	biological_process	GO:0008152
10884	9710	oxidoreductase activity	molecular_function	GO:0016491
10884	2290	catalytic activity	molecular_function	GO:0003824
10884	3708	binding	molecular_function	GO:0005488
10884	2723	3-oxoacyl-[acyl-carrier-protein] reductase activity	molecular_function	GO:0004316
10887	2457	adenosylhomocysteinase activity	molecular_function	GO:0004013
10887	4856	one-carbon compound metabolic process	biological_process	GO:0006730
10887	2290	catalytic activity	molecular_function	GO:0003824
10887	3708	binding	molecular_function	GO:0005488
10887	5830	metabolic process	biological_process	GO:0008152
10892	3827	intracellular	cellular_component	GO:0005622
10892	4541	RNA processing	biological_process	GO:0006396
10893	3930	cytoplasm	cellular_component	GO:0005737
10893	4934	phosphate transport	biological_process	GO:0006817
10899	2175	nucleic acid binding	molecular_function	GO:0003676
10899	3827	intracellular	cellular_component	GO:0005622
10899	5939	zinc ion binding	molecular_function	GO:0008270
10901	9710	oxidoreductase activity	molecular_function	GO:0016491
10901	23498	pyridoxine 4-dehydrogenase activity	molecular_function	GO:0050236
10902	2175	nucleic acid binding	molecular_function	GO:0003676
10902	3827	intracellular	cellular_component	GO:0005622
10902	5939	zinc ion binding	molecular_function	GO:0008270
10903	2176	DNA binding	molecular_function	GO:0003677
10903	3736	ATP binding	molecular_function	GO:0005524
10903	586	chromatin	cellular_component	GO:0000785
10903	2180	chromatin binding	molecular_function	GO:0003682
10903	3838	nucleus	cellular_component	GO:0005634
10903	4483	chromatin assembly or disassembly	biological_process	GO:0006333
10903	2175	nucleic acid binding	molecular_function	GO:0003676
10903	2792	helicase activity	molecular_function	GO:0004386
10903	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
10903	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
10903	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
10903	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
10903	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
10903	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
10903	10082	ATPase activity	molecular_function	GO:0016887
10903	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
10903	18132	ATPase activity, coupled	molecular_function	GO:0042623
10903	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
10903	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
10903	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
10904	4283	electron transport	biological_process	GO:0006118
10904	6664	electron carrier activity	molecular_function	GO:0009055
10904	24783	iron-sulfur cluster binding	molecular_function	GO:0051536
10904	3736	ATP binding	molecular_function	GO:0005524
10904	10082	ATPase activity	molecular_function	GO:0016887
10904	162	nucleotide binding	molecular_function	GO:0000166
10904	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
10905	3422	ARF guanyl-nucleotide exchange factor activity	molecular_function	GO:0005086
10905	3827	intracellular	cellular_component	GO:0005622
10905	14847	regulation of ARF protein signal transduction	biological_process	GO:0032012
10905	3727	protein binding	molecular_function	GO:0005515
10907	9321	integral to membrane	cellular_component	GO:0016021
10908	2992	phosphoglycerate kinase activity	molecular_function	GO:0004618
10908	4261	glycolysis	biological_process	GO:0006096
10911	3546	transporter activity	molecular_function	GO:0005215
10911	4927	transport	biological_process	GO:0006810
10911	9321	integral to membrane	cellular_component	GO:0016021
10912	2290	catalytic activity	molecular_function	GO:0003824
10912	5830	metabolic process	biological_process	GO:0008152
10912	14021	phosphopantetheine binding	molecular_function	GO:0031177
10912	22441	cofactor binding	molecular_function	GO:0048037
10912	10069	ligase activity	molecular_function	GO:0016874
10912	2485	L-aminoadipate-semialdehyde dehydrogenase activity	molecular_function	GO:0004043
10912	4120	aminoadipate-semialdehyde dehydrogenase complex	cellular_component	GO:0005949
10913	3736	ATP binding	molecular_function	GO:0005524
10913	4927	transport	biological_process	GO:0006810
10913	9321	integral to membrane	cellular_component	GO:0016021
10913	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
10913	10082	ATPase activity	molecular_function	GO:0016887
10913	162	nucleotide binding	molecular_function	GO:0000166
10913	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
10915	2176	DNA binding	molecular_function	GO:0003677
10915	3736	ATP binding	molecular_function	GO:0005524
10915	4420	DNA metabolic process	biological_process	GO:0006259
10915	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
10915	162	nucleotide binding	molecular_function	GO:0000166
10915	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
10915	3727	protein binding	molecular_function	GO:0005515
10915	2182	damaged DNA binding	molecular_function	GO:0003684
10915	4440	DNA repair	biological_process	GO:0006281
10919	2216	RNA binding	molecular_function	GO:0003723
10919	3708	binding	molecular_function	GO:0005488
10920	2715	exo-alpha-sialidase activity	molecular_function	GO:0004308
10923	2196	transcription factor activity	molecular_function	GO:0003700
10923	3838	nucleus	cellular_component	GO:0005634
10923	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
10923	5939	zinc ion binding	molecular_function	GO:0008270
10925	3827	intracellular	cellular_component	GO:0005622
10925	2176	DNA binding	molecular_function	GO:0003677
10925	4440	DNA repair	biological_process	GO:0006281
10925	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
10925	4421	DNA replication	biological_process	GO:0006260
10925	2290	catalytic activity	molecular_function	GO:0003824
10925	16887	DNA polymerase activity	molecular_function	GO:0034061
10927	4994	intracellular protein transport	biological_process	GO:0006886
10927	9320	membrane	cellular_component	GO:0016020
10928	2227	structural constituent of ribosome	molecular_function	GO:0003735
10928	3827	intracellular	cellular_component	GO:0005622
10928	4025	ribosome	cellular_component	GO:0005840
10928	4556	translation	biological_process	GO:0006412
10930	2176	DNA binding	molecular_function	GO:0003677
10930	3875	chromatin silencing complex	cellular_component	GO:0005677
10930	4492	chromatin silencing	biological_process	GO:0006342
10930	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
10930	4609	protein amino acid deacetylation	biological_process	GO:0006476
10930	5939	zinc ion binding	molecular_function	GO:0008270
10930	10293	NAD-dependent histone deacetylase activity	molecular_function	GO:0017136
10930	24535	NAD binding	molecular_function	GO:0051287
10930	2805	histone deacetylase activity	molecular_function	GO:0004407
10930	6078	protein N-terminal asparagine amidohydrolase activity	molecular_function	GO:0008418
10930	6380	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity	molecular_function	GO:0008759
10930	11049	iprodione amidohydrolase activity	molecular_function	GO:0018748
10930	11050	(3,5-dichlorophenylurea)acetate amidohydrolase activity	molecular_function	GO:0018749
10930	19211	N2-acetyl-L-lysine deacetylase activity	molecular_function	GO:0043747
10930	19212	O-succinylbenzoate synthase activity	molecular_function	GO:0043748
10930	19328	indoleacetamide hydrolase activity	molecular_function	GO:0043864
10930	21832	N-acetylgalactosamine-6-phosphate deacetylase activity	molecular_function	GO:0047419
10931	3827	intracellular	cellular_component	GO:0005622
10931	19030	sequence-specific DNA binding	molecular_function	GO:0043565
10931	2176	DNA binding	molecular_function	GO:0003677
10931	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
10931	16887	DNA polymerase activity	molecular_function	GO:0034061
10932	3737	GTP binding	molecular_function	GO:0005525
10932	3827	intracellular	cellular_component	GO:0005622
10933	2290	catalytic activity	molecular_function	GO:0003824
10933	5830	metabolic process	biological_process	GO:0008152
10933	125	glycerol-1-phosphatase activity	molecular_function	GO:0000121
10934	2196	transcription factor activity	molecular_function	GO:0003700
10934	3838	nucleus	cellular_component	GO:0005634
10934	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
10934	19030	sequence-specific DNA binding	molecular_function	GO:0043565
10936	6387	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	molecular_function	GO:0008766
10936	10509	ribosomal S6-glutamic acid ligase activity	molecular_function	GO:0018169
10936	19237	coenzyme F420-0 gamma-glutamyl ligase activity	molecular_function	GO:0043773
10936	19238	coenzyme F420-2 alpha-glutamyl ligase activity	molecular_function	GO:0043774
10939	2870	methionine adenosyltransferase activity	molecular_function	GO:0004478
10939	3736	ATP binding	molecular_function	GO:0005524
10939	4856	one-carbon compound metabolic process	biological_process	GO:0006730
10939	22631	methionine adenosyltransferase complex	cellular_component	GO:0048269
10939	22632	methionine adenosyltransferase regulator activity	molecular_function	GO:0048270
10940	162	nucleotide binding	molecular_function	GO:0000166
10943	2196	transcription factor activity	molecular_function	GO:0003700
10943	3838	nucleus	cellular_component	GO:0005634
10943	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
10943	5939	zinc ion binding	molecular_function	GO:0008270
10944	217	vacuolar proton-transporting V-type ATPase, V1 domain	cellular_component	GO:0000221
10944	294	peripheral to membrane of membrane fraction	cellular_component	GO:0000300
10944	3736	ATP binding	molecular_function	GO:0005524
10944	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
10944	3708	binding	molecular_function	GO:0005488
10944	2390	hydrogen-transporting two-sector ATPase activity	molecular_function	GO:0003936
10944	19729	proton-transporting ATP synthase complex	cellular_component	GO:0045259
10944	21355	hydrogen ion transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
10947	2313	1-alkyl-2-acetylglycerophosphocholine esterase activity	molecular_function	GO:0003847
10948	2176	DNA binding	molecular_function	GO:0003677
10948	162	nucleotide binding	molecular_function	GO:0000166
10948	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
10948	3736	ATP binding	molecular_function	GO:0005524
10950	4591	protein folding	biological_process	GO:0006457
10950	9551	prefoldin complex	cellular_component	GO:0016272
10950	24336	unfolded protein binding	molecular_function	GO:0051082
10951	9985	hydrolase activity	molecular_function	GO:0016787
10951	2846	isopentenyl-diphosphate delta-isomerase activity	molecular_function	GO:0004452
10951	5967	isoprenoid biosynthetic process	biological_process	GO:0008299
10952	162	nucleotide binding	molecular_function	GO:0000166
10952	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
10952	3736	ATP binding	molecular_function	GO:0005524
10952	3930	cytoplasm	cellular_component	GO:0005737
10952	4556	translation	biological_process	GO:0006412
10952	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
10952	3187	proline-tRNA ligase activity	molecular_function	GO:0004827
10952	4576	prolyl-tRNA aminoacylation	biological_process	GO:0006433
10953	3708	binding	molecular_function	GO:0005488
10953	2365	DNA ligase (ATP) activity	molecular_function	GO:0003910
10954	9320	membrane	cellular_component	GO:0016020
10955	2196	transcription factor activity	molecular_function	GO:0003700
10955	3838	nucleus	cellular_component	GO:0005634
10955	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
10955	5939	zinc ion binding	molecular_function	GO:0008270
10956	2888	monooxygenase activity	molecular_function	GO:0004497
10956	3721	iron ion binding	molecular_function	GO:0005506
10956	4283	electron transport	biological_process	GO:0006118
10956	12251	heme binding	molecular_function	GO:0020037
10956	23642	unspecific monooxygenase activity	molecular_function	GO:0050381
10957	3846	nuclear pore	cellular_component	GO:0005643
10957	4927	transport	biological_process	GO:0006810
10959	4598	protein modification process	biological_process	GO:0006464
10961	2290	catalytic activity	molecular_function	GO:0003824
10961	5830	metabolic process	biological_process	GO:0008152
10961	3708	binding	molecular_function	GO:0005488
10961	3136	succinate-CoA ligase (ADP-forming) activity	molecular_function	GO:0004775
10961	6958	succinate-CoA ligase complex (ADP-forming)	cellular_component	GO:0009361
10961	18213	succinate-CoA ligase complex	cellular_component	GO:0042709
10962	108	sulfate assimilation	biological_process	GO:0000103
10962	3736	ATP binding	molecular_function	GO:0005524
10962	9573	kinase activity	molecular_function	GO:0016301
10962	9970	transferase activity, transferring phosphorus-containing groups	molecular_function	GO:0016772
10962	2464	adenylylsulfate kinase activity	molecular_function	GO:0004020
10963	3736	ATP binding	molecular_function	GO:0005524
10963	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
10963	10015	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	molecular_function	GO:0016820
10963	2390	hydrogen-transporting two-sector ATPase activity	molecular_function	GO:0003936
10963	19729	proton-transporting ATP synthase complex	cellular_component	GO:0045259
10963	21355	hydrogen ion transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
10963	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
10968	2489	aminomethyltransferase activity	molecular_function	GO:0004047
10968	3930	cytoplasm	cellular_component	GO:0005737
10968	4676	glycine catabolic process	biological_process	GO:0006546
10968	2780	glycine cleavage system	molecular_function	GO:0004374
10969	3043	protein kinase activity	molecular_function	GO:0004672
10969	3736	ATP binding	molecular_function	GO:0005524
10969	4602	protein amino acid phosphorylation	biological_process	GO:0006468
10970	3736	ATP binding	molecular_function	GO:0005524
10970	4927	transport	biological_process	GO:0006810
10970	8976	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	GO:0015662
10970	9320	membrane	cellular_component	GO:0016020
10970	4929	cation transport	biological_process	GO:0006812
10970	2290	catalytic activity	molecular_function	GO:0003824
10970	5830	metabolic process	biological_process	GO:0008152
10970	3670	calcium-transporting ATPase activity	molecular_function	GO:0005388
10970	3724	calcium ion binding	molecular_function	GO:0005509
10970	4933	calcium ion transport	biological_process	GO:0006816
10970	8451	calcium ion transmembrane transporter activity	molecular_function	GO:0015085
10970	10015	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	molecular_function	GO:0016820
10971	3043	protein kinase activity	molecular_function	GO:0004672
10971	3736	ATP binding	molecular_function	GO:0005524
10971	4602	protein amino acid phosphorylation	biological_process	GO:0006468
10971	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
10972	12251	heme binding	molecular_function	GO:0020037
10972	21336	transition metal ion binding	molecular_function	GO:0046914
10972	8565	nucleobase transmembrane transporter activity	molecular_function	GO:0015205
10972	9237	nucleobase, nucleoside, nucleotide and nucleic acid transport	biological_process	GO:0015931
10972	9320	membrane	cellular_component	GO:0016020
10974	2175	nucleic acid binding	molecular_function	GO:0003676
10975	3737	GTP binding	molecular_function	GO:0005525
10975	4050	microtubule	cellular_component	GO:0005874
10975	5112	microtubule-based process	biological_process	GO:0007017
10975	3530	structural molecule activity	molecular_function	GO:0005198
10975	5113	microtubule-based movement	biological_process	GO:0007018
10975	18722	protein complex	cellular_component	GO:0043234
10975	24507	protein polymerization	biological_process	GO:0051258
10975	2378	GTPase activity	molecular_function	GO:0003924
10976	4927	transport	biological_process	GO:0006810
10976	6171	ammonium transmembrane transporter activity	molecular_function	GO:0008519
